acteurs,date,descriptions,duree,genre,langue,pays,public,score,titre,titre_original,url
"Uma Thurman,David Carradine,Daryl Hannah",2003,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",111,"Action,Crime,Drama","English,Japanese,French",United States,R,8.2,Kill Bill: Vol. 1,,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Steve McQueen,James Garner,Richard Attenborough",1963,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,172,"Adventure,Drama,History","English,German,French,Russian,Spanish",United States,Approved,8.2,The Great Escape,,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,8,190,281_.jpg"
"Sam Neill,Laura Dern,Jeff Goldblum",1993,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,127,"Action,Adventure,Sci-Fi","English,Spanish",United States,PG-13,8.2,Jurassic Park,,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Albert Brooks,Ellen DeGeneres,Alexander Gould",2003,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",100,"Animation,Adventure,Comedy",English,United States,G,8.2,Finding Nemo,,"https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg"
"Humphrey Bogart,Walter Huston,Tim Holt",1948,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,126,"Adventure,Drama,Western","English,Spanish",United States,Passed,8.2,The Treasure of the Sierra Madre,,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Graham Chapman,John Cleese,Eric Idle",1975,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",91,"Adventure,Comedy,Fantasy","English,French,Latin,Swedish",United Kingdom,PG,8.2,Monty Python and the Holy Grail,,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Tom Holland,Zendaya,Benedict Cumberbatch",2021,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",148,"Action,Adventure,Fantasy",English,United States,PG-13,8.3,Spider-Man: No Way Home,,"https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo",2010,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",138,"Mystery,Thriller","English,German",United States,R,8.2,Shutter Island,,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Toshirô Mifune,Eijirô Tôno,Tatsuya Nakadai",1961,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,110,"Action,Drama,Thriller",Japanese,Japan,Not Rated,8.2,Yojimbo,Yôjinbô,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Daniel Day-Lewis,Paul Dano,Ciarán Hinds",2007,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",158,Drama,"English,American Sign Language",United States,R,8.2,There Will Be Blood,,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Jim Carrey,Ed Harris,Laura Linney",1998,An insurance salesman discovers his whole life is actually a reality TV show.,103,"Comedy,Drama",English,United States,PG,8.2,The Truman Show,,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Bruce Willis,Haley Joel Osment,Toni Collette",1999,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",107,"Drama,Mystery,Thriller","English,Latin,Spanish",United States,PG-13,8.2,The Sixth Sense,,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY281_CR0,0,190,281_.jpg"
"Russell Crowe,Ed Harris,Jennifer Connelly",2001,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",135,"Biography,Drama",English,United States,PG-13,8.2,A Beautiful Mind,,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Clint Eastwood,Gene Hackman,Morgan Freeman",1992,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",130,"Drama,Western",English,United States,R,8.2,Unforgiven,,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Ivana Baquero,Ariadna Gil,Sergi López",2006,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",118,"Drama,Fantasy,War",Spanish,"Mexico,Spain",R,8.2,Pan's Labyrinth,El laberinto del fauno,"https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg"
"Tatsuya Nakadai,Akira Terao,Jinpachi Nezu",1985,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",162,"Action,Drama,War",Japanese,"Japan,France",R,8.2,Ran,,"https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg"
"Robert De Niro,Sharon Stone,Joe Pesci",1995,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",178,"Crime,Drama",English,"United States,France",R,8.2,Casino,,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Bette Davis,Anne Baxter,George Sanders",1950,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,138,Drama,"English,French",United States,Passed,8.2,All About Eve,,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Spencer Tracy,Burt Lancaster,Richard Widmark",1961,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",179,"Drama,War","English,German",United States,Approved,8.3,Judgment at Nuremberg,,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Anthony Hopkins,Olivia Colman,Mark Gatiss",2020,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",97,"Drama,Mystery",English,"United Kingdom,France,United States",PG-13,8.2,The Father,,"https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Leonardo DiCaprio,Jonah Hill,Margot Robbie",2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",180,"Biography,Comedy,Crime","English,French",United States,R,8.2,The Wolf of Wall Street,,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Viggo Mortensen,Mahershala Ali,Linda Cardellini",2018,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,130,"Biography,Comedy,Drama","English,Italian,Russian,German","United States,China",PG-13,8.2,Green Book,,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
"Charles Chaplin,Edna Purviance,Jackie Coogan",1921,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",68,"Comedy,Drama,Family",English,United States,Passed,8.3,The Kid,,
"Marilyn Monroe,Tony Curtis,Jack Lemmon",1959,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",121,"Comedy,Music,Romance",English,United States,Passed,8.2,Some Like It Hot,,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,6,190,281_.jpg"
"Christian Bale,Michael Caine,Ken Watanabe",2005,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",140,"Action,Crime,Drama","English,Mandarin","United States,United Kingdom",PG-13,8.2,Batman Begins,,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg"
"Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes",2004,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",156,"Biography,Drama,History","German,Russian,French,English","Germany,Austria,Italy",R,8.2,Downfall,Der Untergang,
"Lamberto Maggiorani,Enzo Staiola,Lianella Carell",1948,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",89,Drama,"Italian,English,German",Italy,Not Rated,8.3,Bicycle Thieves,Ladri di biciclette,"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg"
"Clint Eastwood,Lee Van Cleef,Gian Maria Volontè",1965,Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.,132,Western,"Italian,English","Italy,Spain,West Germany",R,8.2,For a Few Dollars More,Per qualche dollaro in più,"https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg"
